"National Team","No","Pos","Player","Captain","Age","Caps","Goals","Value","Club","Club Country","Final Squad (26)"
"Uzbekistan","","DF","Bekhruz Karimov","No","18","2","0","","Surkhon","Uzbekistan","Yes"
"Uzbekistan","","DF","Jakhongir Urozov","No","22","2","0","","Dinamo Samarqand","Uzbekistan","Yes"
"Uzbekistan","","DF","Avazbek Ulmasaliev","No","26","0","0","","AGMK","Uzbekistan","Yes"
"Uzbekistan","","MF","Otabek Shukurov","No","29","82","9","$4M","Baniyas","United Arab Emirates","Yes"
"Uzbekistan","","MF","Odiljon Hamrobekov","No","30","71","1","$2M","Tractor","Iran","Yes"
"Uzbekistan","","MF","Jamshid Iskanderov","No","32","37","4","$521M","Neftchi","Uzbekistan","Yes"
"Uzbekistan","","MF","Akmal Mozgovoy","No","27","23","1","$901K","Pakhtakor","Uzbekistan","Yes"
"Uzbekistan","","MF","Azizjon Ganiev","No","28","18","0","","Al-Bataeh","United Arab Emirates","Yes"
"Uzbekistan","","MF","Jasurbek Jaloliddinov","No","24","1","0","$684K","Sogdiana","Uzbekistan","Yes"
"Uzbekistan","","MF","Umarali Rakhmonaliev","No","22","1","0","","Sabah","Azerbaijan","Yes"
"Uzbekistan","","MF","Sherzod Esanov","No","23","0","0","$534K","Bukhara","Uzbekistan","Yes"
"Uzbekistan","","FW","Eldor Shomurodov","Yes","30","90","44","$5M","İstanbul Başakşehir","Turkey","Yes"
"Uzbekistan","","FW","Igor Sergeev","No","33","81","24","$521M","Persepolis","Iran","Yes"
"Uzbekistan","","FW","Jaloliddin Masharipov","No","32","74","12","$521M","Esteghlal","Iran","Yes"
"Uzbekistan","","FW","Oston Urunov","No","25","40","10","","Persepolis","Iran","Yes"
"Uzbekistan","","FW","Dostonbek Khamdamov","No","29","33","5","","Pakhtakor","Uzbekistan","Yes"
"Uzbekistan","","FW","Abbosbek Fayzullaev","No","22","30","8","","İstanbul Başakşehir","Turkey","Yes"
"Uzbekistan","","FW","Azizbek Amonov","No","28","11","2","$516K","Bukhara","Uzbekistan","Yes"
"Uzbekistan","","FW","Ruslanbek Jiyanov","No","25","5","0","$699K","Navbahor","Uzbekistan","Yes"
"Uzbekistan","","FW","Sherzod Temirov","No","27","2","0","$221K","Erbil","Iraq","Yes"
"Croatia","","GK","Dominik Livaković","No","31","73","0","$28M","Dinamo Zagreb","Croatia","Yes"
"Croatia","","GK","Dominik Kotarski","No","26","3","0","$15M","Copenhagen","Denmark","Yes"
"Croatia","","GK","Ivor Pandur","No","26","0","0","$6M","Hull City","England","Yes"
"Croatia","","DF","Joško Gvardiol","No","24","46","4","$142M","Manchester City","England","Yes"
"Croatia","","DF","Duje Ćaleta-Car","No","29","38","1","$10M","Real Sociedad","Spain","Yes"
"Croatia","","DF","Josip Šutalo","No","26","31","0","$22M","Ajax","Netherlands","Yes"
"Croatia","","DF","Josip Stanišić","No","26","29","0","$40M","Bayern Munich","Germany","Yes"
"Croatia","","DF","Marin Pongračić","No","28","18","0","$37M","Fiorentina","Italy","Yes"
"Croatia","","DF","Martin Erlić","No","28","12","1","$11M","Midtjylland","Denmark","Yes"
"Croatia","","DF","Luka Vušković","No","19","4","1","$91M","Hamburger SV","Germany","Yes"
"Croatia","","MF","Luka Modrić","Yes","40","196","28","$521M","Milan","Italy","Yes"
"Croatia","","MF","Mateo Kovačić","No","32","111","5","$78M","Manchester City","England","Yes"
"Croatia","","MF","Mario Pašalić","No","31","83","11","$44M","Atalanta","Italy","Yes"
"Croatia","","MF","Nikola Vlašić","No","28","61","10","$37M","Torino","Italy","Yes"
"Croatia","","MF","Luka Sučić","No","23","19","1","$85M","Real Sociedad","Spain","Yes"
"Croatia","","MF","Martin Baturina","No","23","17","1","$70M","Como","Italy","Yes"
"Croatia","","MF","Kristijan Jakić","No","29","16","2","$13M","FC Augsburg","Germany","Yes"
"Croatia","","MF","Petar Sučić","No","22","15","1","$87M","Inter Milan","Italy","Yes"
"Croatia","","MF","Nikola Moro","No","28","9","0","$11M","Bologna","Italy","Yes"
"Croatia","","MF","Toni Fruk","No","25","7","1","$9M","Rijeka","Croatia","Yes"
"Croatia","","FW","Ivan Perišić","No","37","152","38","$521M","PSV Eindhoven","Netherlands","Yes"
"Croatia","","FW","Andrej Kramarić","No","34","114","36","$521M","TSG Hoffenheim","Germany","Yes"
"Croatia","","FW","Ante Budimir","No","34","36","6","$521M","Osasuna","Spain","Yes"
"Croatia","","FW","Marco Pašalić","No","25","13","1","$7M","Orlando City SC","United States","Yes"
"Croatia","","FW","Petar Musa","No","28","10","1","$16M","FC Dallas","United States","Yes"
"Croatia","","FW","Igor Matanović","No","23","8","2","$35M","SC Freiburg","Germany","Yes"
"England","","GK","Jordan Pickford","No","32","82","0","$92M","Everton","England","Yes"
"England","","GK","Dean Henderson","No","29","4","0","$52M","Crystal Palace","England","Yes"
"England","","GK","James Trafford","No","23","1","0","$54M","Manchester City","England","Yes"
"England","","DF","John Stones","No","32","87","3","$105M","Manchester City","England","Yes"
"England","","DF","Marc Guéhi","No","25","27","1","$155M","Manchester City","England","Yes"
"England","","DF","Reece James","No","26","22","1","$169M","Chelsea","England","Yes"
"England","","DF","Ezri Konsa","No","28","18","1","$69M","Aston Villa","England","Yes"
"England","","DF","Dan Burn","No","34","6","0","$25M","Newcastle United","England","Yes"
"England","","DF","Tino Livramento","No","23","5","0","$99M","Newcastle United","England","Yes"
"England","","DF","Djed Spence","No","25","4","0","$59M","Tottenham Hotspur","England","Yes"
"England","","DF","Nico O'Reilly","No","21","3","0","$103M","Manchester City","England","Yes"
"England","","DF","Jarell Quansah","No","23","1","0","$147M","Bayer Leverkusen","Germany","Yes"
"England","","MF","Jordan Henderson","No","35","89","3","$521M","Brentford","England","Yes"
"England","","MF","Declan Rice","No","27","72","6","$202M","Arsenal","England","Yes"
"England","","MF","Jude Bellingham","No","22","46","6","$450M","Real Madrid","Spain","Yes"
"England","","MF","Morgan Rogers","No","23","13","1","$97M","Aston Villa","England","Yes"
"England","","MF","Kobbie Mainoo","No","21","12","0","$110M","Manchester United","England","Yes"
"England","","MF","Elliot Anderson","No","23","7","0","$92M","Nottingham Forest","England","Yes"
"England","","FW","Harry Kane","Yes","32","112","78","$521M","Bayern Munich","Germany","Yes"
"England","","FW","Marcus Rashford","No","28","70","18","$95M","Barcelona","Spain","Yes"
"England","","FW","Bukayo Saka","No","24","48","14","$342M","Arsenal","England","Yes"
"England","","FW","Ollie Watkins","No","30","20","6","$74M","Aston Villa","England","Yes"
"England","","FW","Anthony Gordon","No","25","17","2","$119M","Newcastle United","England","Yes"
"England","","FW","Eberechi Eze","No","27","16","3","","Arsenal","England","Yes"
"England","","FW","Noni Madueke","No","24","10","1","$103M","Arsenal","England","Yes"
"England","","FW","Ivan Toney","No","30","7","1","$108M","Al-Ahli","Saudi Arabia","Yes"
"Ghana","","GK","Lawrence Ati-Zigi","No","29","28","0","$3M","St. Gallen","Switzerland","Yes"
"Ghana","","GK","Benjamin Asare","No","33","10","0","$521M","Hearts of Oak","Ghana","Yes"
"Ghana","","GK","Joseph Anang","No","26","1","0","$445K","St Patrick's Athletic","Ireland","Yes"
"Ghana","","DF","Abdul Rahman Baba","No","31","52","1","","PAOK","Greece","Yes"
"Ghana","","DF","Gideon Mensah","No","27","39","0","$8M","Auxerre","France","Yes"
"Ghana","","DF","Alidu Seidu","No","26","23","1","$13M","Rennes","France","Yes"
"Ghana","","DF","Jerome Opoku","No","27","10","1","$7M","İstanbul Başakşehir","Turkey","Yes"
"Ghana","","DF","Jonas Adjetey","No","22","9","0","$16M","VfL Wolfsburg","Germany","Yes"
"Ghana","","DF","Abdul Mumin","No","28","4","0","$24M","Rayo Vallecano","Spain","Yes"
"Ghana","","DF","Kojo Peprah Oppong","No","22","4","0","$20M","Nice","France","Yes"
"Ghana","","DF","Derrick Luckassen","No","30","1","0","$1M","Pafos","Cyprus","Yes"
"Ghana","","DF","Marvin Senaya","No","25","1","0","$5M","Auxerre","France","Yes"
"Ghana","","MF","Thomas Partey","No","32","56","15","$51M","Villarreal","Spain","Yes"
"Ghana","","MF","Abdul Fatawu","No","22","27","3","$36M","Leicester City","England","Yes"
"Ghana","","MF","Elisha Owusu","No","28","19","0","$6M","Auxerre","France","Yes"
"Ghana","","MF","Caleb Yirenkyi","No","20","10","0","$23M","Nordsjælland","Denmark","Yes"
"Ghana","","MF","Kwasi Sibo","No","27","7","0","$5M","Oviedo","Spain","Yes"
"Ghana","","MF","Augustine Boakye","No","25","0","0","$7M","Saint-Étienne","France","Yes"
"Ghana","","FW","Jordan Ayew","Yes","34","117","33","$17M","Leicester City","England","Yes"
"Ghana","","FW","Antoine Semenyo","No","26","34","3","$133M","Manchester City","England","Yes"
"Ghana","","FW","Kamaldeen Sulemana","No","24","27","1","$26M","Atalanta","Italy","Yes"
"Ghana","","FW","Iñaki Williams","No","31","25","2","$202M","Athletic Bilbao","Spain","Yes"
"Ghana","","FW","Ernest Nuamah","No","22","18","4","$521M","Lyon","France","Yes"
"Ghana","","FW","Christopher Bonsu Baah","No","21","8","0","$25M","Al-Qadsiah","Saudi Arabia","Yes"
"Ghana","","FW","Brandon Thomas-Asante","No","27","7","1","$7M","Coventry City","England","Yes"
"Ghana","","FW","Prince Kwabena Adu","No","22","4","0","","Viktoria Plzeň","Czech Republic","Yes"
"Panama","","GK","Luis Mejía","No","35","56","0","$521M","Nacional","Uruguay","Yes"
"Panama","","GK","Orlando Mosquera","No","31","47","0","$989K","Al-Fayha","Saudi Arabia","Yes"
"Panama","","GK","César Samudio","No","32","4","0","$14K","Marathón","Honduras","Yes"
"Panama","","DF","Eric Davis","No","35","105","9","$8K","Plaza Amador","Panama","Yes"
"Panama","","DF","Fidel Escobar","No","31","97","4","$509K","Saprissa","Costa Rica","Yes"
"Panama","","DF","Michael Amir Murillo","No","30","92","9","","Beşiktaş","Turkey","Yes"
"Panama","","DF","Roderick Miller","No","34","49","2","$521M","Turan Tovuz","Azerbaijan","Yes"
"Panama","","DF","Andrés Andrade","No","27","48","1","$5M","LASK","Austria","Yes"
"Panama","","DF","César Blackman","No","28","38","3","$1M","Slovan Bratislava","Slovakia","Yes"
"Panama","","DF","José Córdoba","No","25","31","1","$10M","Norwich City","England","Yes"
"Panama","","DF","Jiovany Ramos","No","29","21","1","$405K","Puerto Cabello","Venezuela","Yes"
"Panama","","DF","Jorge Gutiérrez","No","27","17","0","$365K","Deportivo La Guaira","Venezuela","Yes"
"Panama","","DF","Edgardo Fariña","No","24","16","0","$2M","Pari Nizhny Novgorod","Russia","Yes"
"Panama","","MF","Aníbal Godoy","Yes","36","159","4","$214K","San Diego FC","United States","Yes"
"Panama","","MF","Alberto Quintero","No","38","140","7","$4K","Plaza Amador","Panama","Yes"
"Panama","","MF","Yoel Bárcenas","No","32","102","10","$521M","Mazatlán","Mexico","Yes"
"Panama","","MF","Adalberto Carrasquilla","No","27","73","3","$5M","UNAM","Mexico","Yes"
"Panama","","MF","José Luis Rodríguez","No","27","68","8","$7M","Juárez","Mexico","Yes"
"Panama","","MF","Cristian Martínez","No","29","64","2","$846K","Ironi Kiryat Shmona","Israel","Yes"
"Panama","","MF","César Yanis","No","30","55","5","$820K","Cobresal","Chile","Yes"
"Panama","","MF","Carlos Harvey","No","26","26","3","$3M","Minnesota United FC","United States","Yes"
"Panama","","MF","Azarias Londoño","No","24","10","0","$1M","Universidad Católica","Ecuador","Yes"
"Panama","","FW","José Fajardo","No","32","66","17","$521M","Universidad Católica","Ecuador","Yes"
"Panama","","FW","Ismael Díaz","No","29","55","17","$6M","León","Mexico","Yes"
"Panama","","FW","Cecilio Waterman","No","35","53","14","$215K","Universidad de Concepción","Chile","Yes"
"Panama","","FW","Tomás Rodríguez","No","27","12","3","$79K","Saprissa","Costa Rica","Yes"
